,Product,F22031,F23197,F30658,F34365,F5677,F63912,F9670,H27930,H47921,H5708,M1608,M37351,M55212,M74707,PA7,PAO1,S86968,T38079,T52373,T6313,T63266,W16407,W25637,W36662,W45909,W60856,W70332,W91453,X78812,X9820
fig|287.6770.peg.1332,ATPase involved in DNA repair,fig|287.6613.peg.1284,fig|287.6611.peg.1288,fig|287.6614.peg.1381,fig|287.6616.peg.1310,fig|287.6612.peg.1376,fig|287.6618.peg.1329,fig|287.6615.peg.1299,fig|287.6617.peg.1320,fig|287.6621.peg.1411,fig|287.6619.peg.1274,fig|287.6622.peg.4721,fig|287.6623.peg.5189,fig|287.6624.peg.1380,fig|287.6625.peg.1364,fig|287.6657.peg.1370,fig|287.6655.peg.3939,fig|287.6631.peg.1337,fig|287.6628.peg.1286,fig|287.6632.peg.1273,fig|287.6629.peg.1387,fig|287.6635.peg.1279,fig|287.6633.peg.1358,fig|287.6634.peg.1382,fig|287.6637.peg.1463,fig|287.6636.peg.1310,fig|287.6620.peg.5181,fig|287.6630.peg.1293,fig|287.6639.peg.1382,fig|287.6638.peg.1290,fig|287.6627.peg.1259
fig|287.6770.peg.1333,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipi n synthases and related enzymes,fig|287.6613.peg.1285,fig|287.6611.peg.1289,fig|287.6614.peg.1382,fig|287.6616.peg.1311,fig|287.6612.peg.1377,fig|287.6618.peg.1330,fig|287.6615.peg.1300,fig|287.6617.peg.1321,fig|287.6621.peg.1412,fig|287.6619.peg.1275,fig|287.6622.peg.4720,fig|287.6623.peg.5188,fig|287.6624.peg.1381,fig|287.6625.peg.1365,fig|287.6657.peg.1371,fig|287.6655.peg.3938,fig|287.6631.peg.1338,fig|287.6628.peg.1287,fig|287.6632.peg.1274,fig|287.6629.peg.1388,fig|287.6635.peg.1280,fig|287.6633.peg.1359,fig|287.6634.peg.1383,fig|287.6637.peg.1464,fig|287.6636.peg.1311,fig|287.6620.peg.5180,fig|287.6630.peg.1294,fig|287.6639.peg.1383,fig|287.6638.peg.1291,fig|287.6627.peg.1260
fig|287.6770.peg.1334,YaeQ protein,fig|287.6613.peg.1286,fig|287.6611.peg.1290,fig|287.6614.peg.1383,fig|287.6616.peg.1312,fig|287.6612.peg.1378,fig|287.6618.peg.1331,fig|287.6615.peg.1301,fig|287.6617.peg.1322,fig|287.6621.peg.1413,fig|287.6619.peg.1276,fig|287.6622.peg.4719,fig|287.6623.peg.5187,fig|287.6624.peg.1382,fig|287.6625.peg.1366,fig|287.6657.peg.1372,fig|287.6655.peg.3937,fig|287.6631.peg.1339,fig|287.6628.peg.1288,fig|287.6632.peg.1275,fig|287.6629.peg.1389,fig|287.6635.peg.1281,fig|287.6633.peg.1360,fig|287.6634.peg.1384,fig|287.6637.peg.1465,fig|287.6636.peg.1312,fig|287.6620.peg.5179,fig|287.6630.peg.1295,fig|287.6639.peg.1384,fig|287.6638.peg.1292,fig|287.6627.peg.1261
fig|287.6770.peg.1335,Single-stranded-DNA-specific exonuclease RecJ,fig|287.6613.peg.1287,fig|287.6611.peg.1291,fig|287.6614.peg.1384,fig|287.6616.peg.1313,fig|287.6612.peg.1379,fig|287.6618.peg.1332,fig|287.6615.peg.1302,fig|287.6617.peg.1323,fig|287.6621.peg.1414,fig|287.6619.peg.1277,fig|287.6622.peg.4718,fig|287.6623.peg.5186,fig|287.6624.peg.1383,fig|287.6625.peg.1367,fig|287.6657.peg.1373,fig|287.6655.peg.3936,fig|287.6631.peg.1340,fig|287.6628.peg.1289,fig|287.6632.peg.1276,fig|287.6629.peg.1390,fig|287.6635.peg.1282,fig|287.6633.peg.1361,fig|287.6634.peg.1385,fig|287.6637.peg.1466,fig|287.6636.peg.1313,fig|287.6620.peg.5178,fig|287.6630.peg.1296,fig|287.6639.peg.1385,fig|287.6638.peg.1293,fig|287.6627.peg.1262
fig|287.6770.peg.1336,"Vibriolysin, extracellular zinc protease (EC 3.4.24.25) @ Pseudolysin, extracellular zinc protease (EC 3.4.24.26)",fig|287.6613.peg.1288,fig|287.6611.peg.1292,fig|287.6614.peg.1385,fig|287.6616.peg.1314,fig|287.6612.peg.1380,fig|287.6618.peg.1333,fig|287.6615.peg.1303,fig|287.6617.peg.1324,fig|287.6621.peg.1415,fig|287.6619.peg.1278,fig|287.6622.peg.4717,fig|287.6623.peg.5185,fig|287.6624.peg.1384,fig|287.6625.peg.1368,fig|287.6657.peg.1375,fig|287.6655.peg.3935,fig|287.6631.peg.1341,fig|287.6628.peg.1290,fig|287.6632.peg.1277,fig|287.6629.peg.1391,fig|287.6635.peg.1283,fig|287.6633.peg.1362,fig|287.6634.peg.1386,fig|287.6637.peg.1467,fig|287.6636.peg.1314,fig|287.6620.peg.5177,fig|287.6630.peg.1297,fig|287.6639.peg.1386,fig|287.6638.peg.1294,fig|287.6627.peg.1263
fig|287.6770.peg.1337,probable FMN oxidoreductase,fig|287.6613.peg.1289,fig|287.6611.peg.1293,fig|287.6614.peg.1386,fig|287.6616.peg.1315,fig|287.6612.peg.1381,fig|287.6618.peg.1334,fig|287.6615.peg.1304,fig|287.6617.peg.1325,fig|287.6621.peg.1416,fig|287.6619.peg.1279,fig|287.6622.peg.4716,fig|287.6623.peg.5184,fig|287.6624.peg.1385,fig|287.6625.peg.1369,fig|287.6657.peg.1376,fig|287.6655.peg.3934,fig|287.6631.peg.1342,fig|287.6628.peg.1291,fig|287.6632.peg.1278,fig|287.6629.peg.1392,fig|287.6635.peg.1284,fig|287.6633.peg.1363,fig|287.6634.peg.1387,fig|287.6637.peg.1468,fig|287.6636.peg.1315,fig|287.6620.peg.5176,fig|287.6630.peg.1298,fig|287.6639.peg.1387,fig|287.6638.peg.1295,fig|287.6627.peg.1264
fig|287.6770.peg.1338,hypothetical protein,fig|287.6613.peg.1290,fig|287.6611.peg.1294,fig|287.6614.peg.1388,fig|287.6616.peg.1316,fig|287.6612.peg.1382,fig|287.6618.peg.1335,fig|287.6615.peg.1305,fig|287.6617.peg.1326,fig|287.6621.peg.1417,fig|287.6619.peg.1280,fig|287.6622.peg.4715,fig|287.6623.peg.5183,fig|287.6624.peg.1387,fig|287.6625.peg.1370,fig|287.6657.peg.1377,fig|287.6655.peg.3933,fig|287.6631.peg.1343,fig|287.6628.peg.1292,fig|287.6632.peg.1279,fig|287.6629.peg.1393,fig|287.6635.peg.1285,fig|287.6633.peg.1364,fig|287.6634.peg.1389,fig|287.6637.peg.1469,fig|287.6636.peg.1316,fig|287.6620.peg.5175,fig|287.6630.peg.1299,fig|287.6639.peg.1389,fig|287.6638.peg.1296,fig|287.6627.peg.1265
fig|287.6770.peg.1339,"Transcriptional regulator, AcrR family",fig|287.6613.peg.1291,fig|287.6611.peg.1295,fig|287.6614.peg.1389,fig|287.6616.peg.1317,fig|287.6612.peg.1383,fig|287.6618.peg.1336,fig|287.6615.peg.1306,fig|287.6617.peg.1327,fig|287.6621.peg.1418,fig|287.6619.peg.1281,fig|287.6622.peg.4714,fig|287.6623.peg.5182,fig|287.6624.peg.1388,fig|287.6625.peg.1371,fig|287.6657.peg.1378,fig|287.6655.peg.3932,fig|287.6631.peg.1344,fig|287.6628.peg.1293,fig|287.6632.peg.1280,,fig|287.6635.peg.1286,fig|287.6633.peg.1365,fig|287.6634.peg.1390,fig|287.6637.peg.1470,fig|287.6636.peg.1317,fig|287.6620.peg.5174,fig|287.6630.peg.1300,fig|287.6639.peg.1390,fig|287.6638.peg.1297,fig|287.6627.peg.1266
fig|287.6770.peg.133,"Death on curing protein, Doc toxin",fig|287.6613.peg.135,fig|287.6611.peg.136,fig|287.6614.peg.147,fig|287.6616.peg.132,fig|287.6612.peg.142,fig|287.6618.peg.131,fig|287.6615.peg.140,fig|287.6617.peg.132,fig|287.6621.peg.135,fig|287.6619.peg.134,fig|287.6622.peg.186,fig|287.6623.peg.186,fig|287.6624.peg.148,fig|287.6625.peg.135,fig|287.6657.peg.207,fig|287.6655.peg.134,fig|287.6631.peg.138,fig|287.6628.peg.142,fig|287.6632.peg.133,fig|287.6629.peg.139,fig|287.6635.peg.132,fig|287.6633.peg.135,fig|287.6634.peg.147,fig|287.6637.peg.192,fig|287.6636.peg.136,fig|287.6620.peg.131,fig|287.6630.peg.133,fig|287.6639.peg.148,fig|287.6638.peg.141,fig|287.6627.peg.135
fig|287.6770.peg.1340,hypothetical protein,fig|287.6613.peg.1292,fig|287.6611.peg.1296,fig|287.6614.peg.1390,fig|287.6616.peg.1318,fig|287.6612.peg.1384,fig|287.6618.peg.1337,fig|287.6615.peg.1307,fig|287.6617.peg.1328,fig|287.6621.peg.1419,fig|287.6619.peg.1282,fig|287.6622.peg.4713,fig|287.6623.peg.5181,fig|287.6624.peg.1389,fig|287.6625.peg.1372,fig|287.6657.peg.1379,fig|287.6655.peg.3931,fig|287.6631.peg.1345,fig|287.6628.peg.1294,fig|287.6632.peg.1281,fig|287.6629.peg.1395,fig|287.6635.peg.1287,fig|287.6633.peg.1366,fig|287.6634.peg.1391,fig|287.6637.peg.1471,fig|287.6636.peg.1318,fig|287.6620.peg.5173,fig|287.6630.peg.1301,fig|287.6639.peg.1391,fig|287.6638.peg.1298,fig|287.6627.peg.1267
fig|287.6770.peg.1341,hypothetical protein,fig|287.6613.peg.1293,fig|287.6611.peg.1297,fig|287.6614.peg.1391,fig|287.6616.peg.1319,fig|287.6612.peg.1385,fig|287.6618.peg.1338,fig|287.6615.peg.1308,fig|287.6617.peg.1329,fig|287.6621.peg.1420,fig|287.6619.peg.1283,fig|287.6622.peg.4712,fig|287.6623.peg.5180,fig|287.6624.peg.1390,fig|287.6625.peg.1373,fig|287.6657.peg.1380,fig|287.6655.peg.3930,fig|287.6631.peg.1346,fig|287.6628.peg.1295,fig|287.6632.peg.1282,fig|287.6629.peg.1396,fig|287.6635.peg.1288,fig|287.6633.peg.1367,fig|287.6634.peg.1392,fig|287.6637.peg.1472,fig|287.6636.peg.1319,fig|287.6620.peg.5172,fig|287.6630.peg.1302,fig|287.6639.peg.1392,fig|287.6638.peg.1299,fig|287.6627.peg.1268
fig|287.6770.peg.1342,Uncharacterized MFS-type transporter,fig|287.6613.peg.1294,fig|287.6611.peg.1298,fig|287.6614.peg.1392,fig|287.6616.peg.1320,fig|287.6612.peg.1386,fig|287.6618.peg.1339,fig|287.6615.peg.1309,fig|287.6617.peg.1330,fig|287.6621.peg.1421,fig|287.6619.peg.1284,fig|287.6622.peg.4711,fig|287.6623.peg.5179,fig|287.6624.peg.1391,fig|287.6625.peg.1374,fig|287.6657.peg.1381,fig|287.6655.peg.3929,fig|287.6631.peg.1347,fig|287.6628.peg.1296,fig|287.6632.peg.1283,fig|287.6629.peg.1397,fig|287.6635.peg.1289,fig|287.6633.peg.1368,fig|287.6634.peg.1393,fig|287.6637.peg.1473,fig|287.6636.peg.1320,fig|287.6620.peg.5171,fig|287.6630.peg.1303,fig|287.6639.peg.1393,fig|287.6638.peg.1300,fig|287.6627.peg.1269
fig|287.6770.peg.1343,"Peptidylprolyl isomerase, FKBP-type (EC 5.2.1.8)",fig|287.6613.peg.1295,fig|287.6611.peg.1299,fig|287.6614.peg.1393,fig|287.6616.peg.1321,fig|287.6612.peg.1387,fig|287.6618.peg.1340,fig|287.6615.peg.1310,fig|287.6617.peg.1331,fig|287.6621.peg.1422,fig|287.6619.peg.1285,fig|287.6622.peg.4710,fig|287.6623.peg.5178,fig|287.6624.peg.1392,fig|287.6625.peg.1375,fig|287.6657.peg.1382,fig|287.6655.peg.3928,fig|287.6631.peg.1348,fig|287.6628.peg.1297,fig|287.6632.peg.1284,fig|287.6629.peg.1398,fig|287.6635.peg.1290,fig|287.6633.peg.1369,fig|287.6634.peg.1394,fig|287.6637.peg.1474,fig|287.6636.peg.1321,fig|287.6620.peg.5170,fig|287.6630.peg.1304,fig|287.6639.peg.1394,fig|287.6638.peg.1301,fig|287.6627.peg.1270
fig|287.6770.peg.1344,hypothetical protein,fig|287.6613.peg.1296,fig|287.6611.peg.1300,fig|287.6614.peg.1394,fig|287.6616.peg.1322,fig|287.6612.peg.1388,fig|287.6618.peg.1341,fig|287.6615.peg.1311,fig|287.6617.peg.1332,fig|287.6621.peg.1423,fig|287.6619.peg.1286,fig|287.6622.peg.4709,fig|287.6623.peg.5177,fig|287.6624.peg.1393,fig|287.6625.peg.1376,fig|287.6657.peg.1383,fig|287.6655.peg.3927,fig|287.6631.peg.1349,fig|287.6628.peg.1298,fig|287.6632.peg.1285,fig|287.6629.peg.1399,fig|287.6635.peg.1291,fig|287.6633.peg.1370,fig|287.6634.peg.1395,fig|287.6637.peg.1475,fig|287.6636.peg.1322,fig|287.6620.peg.5169,fig|287.6630.peg.1305,fig|287.6639.peg.1395,fig|287.6638.peg.1302,fig|287.6627.peg.1271
fig|287.6770.peg.1345,hypothetical protein,fig|287.6613.peg.1297,fig|287.6611.peg.1301,fig|287.6614.peg.1395,fig|287.6616.peg.1323,fig|287.6612.peg.1389,fig|287.6618.peg.1342,fig|287.6615.peg.1312,fig|287.6617.peg.1333,fig|287.6621.peg.1424,fig|287.6619.peg.1287,fig|287.6622.peg.4708,fig|287.6623.peg.5176,fig|287.6624.peg.1394,fig|287.6625.peg.1377,fig|287.6657.peg.1384,fig|287.6655.peg.3926,fig|287.6631.peg.1350,fig|287.6628.peg.1299,fig|287.6632.peg.1286,fig|287.6629.peg.1400,fig|287.6635.peg.1292,fig|287.6633.peg.1371,fig|287.6634.peg.1396,fig|287.6637.peg.1476,fig|287.6636.peg.1323,fig|287.6620.peg.5168,fig|287.6630.peg.1306,fig|287.6639.peg.1396,fig|287.6638.peg.1303,fig|287.6627.peg.1272
fig|287.6770.peg.1346,"Two-component transcriptional response regulator, LuxR family",fig|287.6613.peg.1298,fig|287.6611.peg.1302,fig|287.6614.peg.1396,fig|287.6616.peg.1324,fig|287.6612.peg.1390,fig|287.6618.peg.1343,fig|287.6615.peg.1313,fig|287.6617.peg.1334,fig|287.6621.peg.1425,fig|287.6619.peg.1288,fig|287.6622.peg.4707,fig|287.6623.peg.5175,fig|287.6624.peg.1395,fig|287.6625.peg.1378,fig|287.6657.peg.1399,fig|287.6655.peg.3925,fig|287.6631.peg.1351,fig|287.6628.peg.1300,fig|287.6632.peg.1287,fig|287.6629.peg.1401,fig|287.6635.peg.1293,fig|287.6633.peg.1372,fig|287.6634.peg.1397,fig|287.6637.peg.1477,fig|287.6636.peg.1324,fig|287.6620.peg.5167,fig|287.6630.peg.1307,fig|287.6639.peg.1397,fig|287.6638.peg.1304,fig|287.6627.peg.1273
fig|287.6770.peg.1347,hypothetical protein,fig|287.6613.peg.1299,fig|287.6611.peg.1303,fig|287.6614.peg.1397,fig|287.6616.peg.1325,fig|287.6612.peg.1391,fig|287.6618.peg.1344,fig|287.6615.peg.1314,fig|287.6617.peg.1335,fig|287.6621.peg.1426,fig|287.6619.peg.1289,fig|287.6622.peg.4706,fig|287.6623.peg.5174,fig|287.6624.peg.1396,fig|287.6625.peg.1379,fig|287.6657.peg.1400,fig|287.6655.peg.3924,fig|287.6631.peg.1352,fig|287.6628.peg.1301,fig|287.6632.peg.1288,fig|287.6629.peg.1402,fig|287.6635.peg.1294,fig|287.6633.peg.1373,fig|287.6634.peg.1398,fig|287.6637.peg.1478,fig|287.6636.peg.1325,fig|287.6620.peg.5166,fig|287.6630.peg.1308,fig|287.6639.peg.1398,fig|287.6638.peg.1305,fig|287.6627.peg.1274
fig|287.6770.peg.1348,putative membrane protein,fig|287.6613.peg.1300,fig|287.6611.peg.1304,fig|287.6614.peg.1398,fig|287.6616.peg.1326,fig|287.6612.peg.1392,fig|287.6618.peg.1345,fig|287.6615.peg.1315,fig|287.6617.peg.1336,fig|287.6621.peg.1427,fig|287.6619.peg.1290,fig|287.6622.peg.4705,fig|287.6623.peg.5173,fig|287.6624.peg.1397,fig|287.6625.peg.1380,fig|287.6657.peg.1402,fig|287.6655.peg.3923,fig|287.6631.peg.1353,fig|287.6628.peg.1302,fig|287.6632.peg.1289,fig|287.6629.peg.1403,fig|287.6635.peg.1295,fig|287.6633.peg.1374,fig|287.6634.peg.1399,fig|287.6637.peg.1479,fig|287.6636.peg.1326,fig|287.6620.peg.5165,fig|287.6630.peg.1309,fig|287.6639.peg.1399,fig|287.6638.peg.1306,fig|287.6627.peg.1275
fig|287.6770.peg.1349,"Transcriptional regulator, LysR family",fig|287.6613.peg.1301,fig|287.6611.peg.1305,fig|287.6614.peg.1399,fig|287.6616.peg.1327,fig|287.6612.peg.1393,fig|287.6618.peg.1346,fig|287.6615.peg.1316,fig|287.6617.peg.1337,fig|287.6621.peg.1428,fig|287.6619.peg.1291,fig|287.6622.peg.4704,fig|287.6623.peg.5172,fig|287.6624.peg.1398,fig|287.6625.peg.1381,fig|287.6657.peg.1403,fig|287.6655.peg.3922,fig|287.6631.peg.1354,fig|287.6628.peg.1303,fig|287.6632.peg.1290,fig|287.6629.peg.1404,fig|287.6635.peg.1296,fig|287.6633.peg.1375,fig|287.6634.peg.1400,fig|287.6637.peg.1480,fig|287.6636.peg.1327,fig|287.6620.peg.5164,fig|287.6630.peg.1310,fig|287.6639.peg.1400,fig|287.6638.peg.1307,fig|287.6627.peg.1276
fig|287.6770.peg.134,"Prevent host death protein, Phd antitoxin",fig|287.6613.peg.136,fig|287.6611.peg.137,fig|287.6614.peg.148,fig|287.6616.peg.133,fig|287.6612.peg.143,fig|287.6618.peg.132,fig|287.6615.peg.141,fig|287.6617.peg.133,fig|287.6621.peg.136,fig|287.6619.peg.135,fig|287.6622.peg.187,fig|287.6623.peg.187,fig|287.6624.peg.149,fig|287.6625.peg.136,fig|287.6657.peg.208,fig|287.6655.peg.135,fig|287.6631.peg.139,fig|287.6628.peg.143,fig|287.6632.peg.134,fig|287.6629.peg.140,fig|287.6635.peg.133,fig|287.6633.peg.136,fig|287.6634.peg.148,fig|287.6637.peg.193,fig|287.6636.peg.137,fig|287.6620.peg.132,fig|287.6630.peg.134,fig|287.6639.peg.149,fig|287.6638.peg.142,fig|287.6627.peg.136
fig|287.6770.peg.1350,Pyridoxine 4-oxidase (EC 1.1.3.12),fig|287.6613.peg.1302,fig|287.6611.peg.1306,fig|287.6614.peg.1400,fig|287.6616.peg.1328,fig|287.6612.peg.1394,fig|287.6618.peg.1347,fig|287.6615.peg.1317,fig|287.6617.peg.1338,fig|287.6621.peg.1429,fig|287.6619.peg.1292,fig|287.6622.peg.4703,fig|287.6623.peg.5171,fig|287.6624.peg.1399,fig|287.6625.peg.1382,fig|287.6657.peg.1404,fig|287.6655.peg.3921,fig|287.6631.peg.1355,fig|287.6628.peg.1304,fig|287.6632.peg.1291,fig|287.6629.peg.1405,fig|287.6635.peg.1297,fig|287.6633.peg.1376,fig|287.6634.peg.1401,fig|287.6637.peg.1481,fig|287.6636.peg.1328,fig|287.6620.peg.5163,fig|287.6630.peg.1311,fig|287.6639.peg.1401,fig|287.6638.peg.1308,fig|287.6627.peg.1277
fig|287.6770.peg.1351,Uncharacterized MFS-type transporter,fig|287.6613.peg.1303,fig|287.6611.peg.1307,fig|287.6614.peg.1401,fig|287.6616.peg.1329,fig|287.6612.peg.1395,fig|287.6618.peg.1348,fig|287.6615.peg.1318,fig|287.6617.peg.1339,fig|287.6621.peg.1430,fig|287.6619.peg.1293,fig|287.6622.peg.4702,fig|287.6623.peg.5170,fig|287.6624.peg.1400,fig|287.6625.peg.1383,fig|287.6657.peg.1405,fig|287.6655.peg.3920,fig|287.6631.peg.1356,fig|287.6628.peg.1305,fig|287.6632.peg.1292,fig|287.6629.peg.1406,fig|287.6635.peg.1298,fig|287.6633.peg.1377,fig|287.6634.peg.1402,fig|287.6637.peg.1482,fig|287.6636.peg.1329,fig|287.6620.peg.5162,fig|287.6630.peg.1312,fig|287.6639.peg.1402,fig|287.6638.peg.1309,fig|287.6627.peg.1278
fig|287.6770.peg.1352,probable chemotaxis transducer,fig|287.6613.peg.1304,fig|287.6611.peg.1308,fig|287.6614.peg.1402,fig|287.6616.peg.1330,fig|287.6612.peg.1396,fig|287.6618.peg.1349,fig|287.6615.peg.1319,fig|287.6617.peg.1340,fig|287.6621.peg.1431,fig|287.6619.peg.1294,fig|287.6622.peg.4701,fig|287.6623.peg.5169,fig|287.6624.peg.1401,fig|287.6625.peg.1384,fig|287.6657.peg.1407,fig|287.6655.peg.3919,fig|287.6631.peg.1357,fig|287.6628.peg.1306,fig|287.6632.peg.1293,fig|287.6629.peg.1407,fig|287.6635.peg.1299,fig|287.6633.peg.1378,fig|287.6634.peg.1403,fig|287.6637.peg.1483,fig|287.6636.peg.1330,fig|287.6620.peg.5161,fig|287.6630.peg.1313,fig|287.6639.peg.1403,fig|287.6638.peg.1310,fig|287.6627.peg.1279
fig|287.6770.peg.1353,CheW domain protein WspB,fig|287.6613.peg.1305,fig|287.6611.peg.1309,fig|287.6614.peg.1403,fig|287.6616.peg.1331,fig|287.6612.peg.1397,fig|287.6618.peg.1350,fig|287.6615.peg.1320,fig|287.6617.peg.1341,fig|287.6621.peg.1432,fig|287.6619.peg.1295,fig|287.6622.peg.4700,fig|287.6623.peg.5168,fig|287.6624.peg.1402,fig|287.6625.peg.1385,fig|287.6657.peg.1408,fig|287.6655.peg.3918,fig|287.6631.peg.1358,fig|287.6628.peg.1307,fig|287.6632.peg.1294,fig|287.6629.peg.1408,fig|287.6635.peg.1300,fig|287.6633.peg.1379,fig|287.6634.peg.1404,fig|287.6637.peg.1484,fig|287.6636.peg.1331,fig|287.6620.peg.5160,fig|287.6630.peg.1314,fig|287.6639.peg.1404,fig|287.6638.peg.1311,fig|287.6627.peg.1280
fig|287.6770.peg.1354,SAM-dependent methyltransferase,fig|287.6613.peg.1306,fig|287.6611.peg.1310,fig|287.6614.peg.1405,fig|287.6616.peg.1332,fig|287.6612.peg.1398,fig|287.6618.peg.1351,fig|287.6615.peg.1321,fig|287.6617.peg.1342,fig|287.6621.peg.1433,fig|287.6619.peg.1296,fig|287.6622.peg.4699,fig|287.6623.peg.5167,fig|287.6624.peg.1404,fig|287.6625.peg.1386,fig|287.6657.peg.1409,fig|287.6655.peg.3917,fig|287.6631.peg.1359,fig|287.6628.peg.1308,fig|287.6632.peg.1295,fig|287.6629.peg.1409,fig|287.6635.peg.1301,fig|287.6633.peg.1380,fig|287.6634.peg.1406,fig|287.6637.peg.1485,fig|287.6636.peg.1332,fig|287.6620.peg.5159,fig|287.6630.peg.1315,fig|287.6639.peg.1406,fig|287.6638.peg.1312,fig|287.6627.peg.1281
fig|287.6770.peg.1355,Chemotaxis signal transduction protein,fig|287.6613.peg.1307,fig|287.6611.peg.1311,fig|287.6614.peg.1406,fig|287.6616.peg.1333,fig|287.6612.peg.1399,fig|287.6618.peg.1352,fig|287.6615.peg.1322,fig|287.6617.peg.1343,fig|287.6621.peg.1434,fig|287.6619.peg.1297,fig|287.6622.peg.4698,fig|287.6623.peg.5166,fig|287.6624.peg.1405,fig|287.6625.peg.1387,fig|287.6657.peg.1410,fig|287.6655.peg.3916,fig|287.6631.peg.1360,fig|287.6628.peg.1309,fig|287.6632.peg.1296,fig|287.6629.peg.1410,fig|287.6635.peg.1302,fig|287.6633.peg.1381,fig|287.6634.peg.1407,fig|287.6637.peg.1486,fig|287.6636.peg.1333,fig|287.6620.peg.5158,fig|287.6630.peg.1316,fig|287.6639.peg.1407,fig|287.6638.peg.1313,fig|287.6627.peg.1282
fig|287.6770.peg.1356,Signal transduction histidine kinase CheA,fig|287.6613.peg.1308,fig|287.6611.peg.1312,fig|287.6614.peg.1407,fig|287.6616.peg.1334,fig|287.6612.peg.1400,fig|287.6618.peg.1353,fig|287.6615.peg.1323,fig|287.6617.peg.1344,fig|287.6621.peg.1435,fig|287.6619.peg.1298,fig|287.6622.peg.4697,fig|287.6623.peg.5165,fig|287.6624.peg.1406,fig|287.6625.peg.1388,fig|287.6657.peg.1411,fig|287.6655.peg.3915,fig|287.6631.peg.1361,fig|287.6628.peg.1310,fig|287.6632.peg.1297,fig|287.6629.peg.1411,fig|287.6635.peg.1303,fig|287.6633.peg.1382,fig|287.6634.peg.1408,fig|287.6637.peg.1487,fig|287.6636.peg.1334,fig|287.6620.peg.5157,fig|287.6630.peg.1317,fig|287.6639.peg.1408,fig|287.6638.peg.1314,fig|287.6627.peg.1283
fig|287.6770.peg.1357,Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61),fig|287.6613.peg.1309,fig|287.6611.peg.1313,fig|287.6614.peg.1408,fig|287.6616.peg.1335,fig|287.6612.peg.1401,fig|287.6618.peg.1354,fig|287.6615.peg.1324,fig|287.6617.peg.1345,fig|287.6621.peg.1436,fig|287.6619.peg.1299,fig|287.6622.peg.4696,fig|287.6623.peg.5164,fig|287.6624.peg.1407,fig|287.6625.peg.1389,fig|287.6657.peg.1412,fig|287.6655.peg.3914,fig|287.6631.peg.1362,fig|287.6628.peg.1311,fig|287.6632.peg.1298,fig|287.6629.peg.1412,fig|287.6635.peg.1304,fig|287.6633.peg.1383,fig|287.6634.peg.1409,fig|287.6637.peg.1488,fig|287.6636.peg.1335,fig|287.6620.peg.5156,fig|287.6630.peg.1318,fig|287.6639.peg.1409,fig|287.6638.peg.1315,fig|287.6627.peg.1284
fig|287.6770.peg.1358,Two-component system response regulator protein,fig|287.6613.peg.1310,fig|287.6611.peg.1314,fig|287.6614.peg.1409,fig|287.6616.peg.1336,fig|287.6612.peg.1402,fig|287.6618.peg.1355,fig|287.6615.peg.1325,fig|287.6617.peg.1346,fig|287.6621.peg.1437,fig|287.6619.peg.1300,fig|287.6622.peg.4695,fig|287.6623.peg.5163,fig|287.6624.peg.1408,fig|287.6625.peg.1390,fig|287.6657.peg.1413,fig|287.6655.peg.3913,fig|287.6631.peg.1363,fig|287.6628.peg.1312,fig|287.6632.peg.1299,fig|287.6629.peg.1413,fig|287.6635.peg.1305,fig|287.6633.peg.1384,fig|287.6634.peg.1410,fig|287.6637.peg.1489,fig|287.6636.peg.1336,fig|287.6620.peg.5155,fig|287.6630.peg.1319,fig|287.6639.peg.1410,fig|287.6638.peg.1316,fig|287.6627.peg.1285
fig|287.6770.peg.1359,Peptide chain release factor 2 @ programmed frameshift-containing,fig|287.6613.peg.1311,fig|287.6611.peg.1315,fig|287.6614.peg.1410,fig|287.6616.peg.1337,fig|287.6612.peg.1403,fig|287.6618.peg.1356,fig|287.6615.peg.1326,fig|287.6617.peg.1347,fig|287.6621.peg.1438,fig|287.6619.peg.1301,fig|287.6622.peg.4694,fig|287.6623.peg.5162,fig|287.6624.peg.1409,fig|287.6625.peg.1391,,fig|287.6655.peg.3912,fig|287.6631.peg.1364,fig|287.6628.peg.1313,fig|287.6632.peg.1300,fig|287.6629.peg.1414,fig|287.6635.peg.1306,fig|287.6633.peg.1385,fig|287.6634.peg.1411,fig|287.6637.peg.1490,fig|287.6636.peg.1338,fig|287.6620.peg.5154,fig|287.6630.peg.1320,fig|287.6639.peg.1411,fig|287.6638.peg.1317,fig|287.6627.peg.1286
